,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,income_mean,age_gen
3687,0,0,1,135000.0,4,4,0,1,17758,2054,0,0,0,2.0,5.0,2.0,67500.0,4
3688,1,1,1,225000.0,4,4,1,1,14283,1609,0,0,0,3.0,24.0,2.0,75000.0,3
3689,1,0,1,270000.0,4,4,3,1,11505,4019,0,0,0,3.0,7.0,2.0,90000.0,3
3690,0,1,0,135000.0,4,4,1,1,19010,6761,1,1,0,2.0,30.0,2.0,67500.0,5
3691,0,0,1,140400.0,4,4,1,1,12372,3246,0,0,0,5.0,7.0,2.0,28080.0,3
3692,0,0,0,450000.0,4,1,1,1,11082,3361,0,0,0,2.0,25.0,2.0,225000.0,3
3693,1,0,1,180000.0,0,4,3,1,17844,1095,0,0,0,1.0,6.0,2.0,180000.0,4
3694,1,1,1,675000.0,0,1,1,1,13398,3003,0,0,0,4.0,34.0,2.0,168750.0,3
3695,1,0,0,225000.0,4,1,0,1,16768,3088,1,0,0,4.0,57.0,2.0,56250.0,4
3696,0,0,0,81000.0,4,4,0,5,11978,2780,0,1,0,2.0,24.0,0.0,40500.0,3
3697,1,0,1,157500.0,4,4,1,1,16027,889,0,1,0,2.0,15.0,2.0,78750.0,4
3698,0,0,1,202500.0,0,4,3,1,8442,410,0,0,0,1.0,3.0,1.0,202500.0,2
3699,0,0,0,135000.0,4,4,1,1,15839,1525,1,1,0,2.0,25.0,1.0,67500.0,4
3700,0,0,1,292500.0,4,1,1,1,13577,1266,0,1,0,2.0,48.0,1.0,146250.0,3
3701,1,1,1,270000.0,4,4,1,1,22234,1506,0,1,0,2.0,28.0,2.0,135000.0,6
3702,0,1,1,135000.0,4,4,1,5,10532,117,0,0,0,3.0,7.0,2.0,45000.0,2
3703,0,0,1,112500.0,1,4,1,1,20665,0,0,0,0,2.0,9.0,2.0,56250.0,5
3704,1,1,1,180000.0,4,1,1,1,21753,4540,0,0,0,2.0,43.0,2.0,90000.0,5
3705,0,0,1,117000.0,4,4,1,1,17189,4523,0,0,0,2.0,10.0,1.0,58500.0,4
3706,0,0,0,450000.0,0,1,3,1,10139,136,0,0,0,1.0,8.0,2.0,450000.0,2
3707,0,0,1,157500.0,4,4,1,1,13437,1671,0,0,0,3.0,49.0,2.0,52500.0,3
3708,1,1,0,90000.0,0,4,3,1,12383,2017,1,1,0,1.0,9.0,2.0,90000.0,3
3709,0,1,1,126000.0,4,1,1,1,9441,157,0,0,0,3.0,31.0,1.0,42000.0,2
3710,0,0,0,112500.0,4,4,1,1,9890,2047,0,1,0,2.0,17.0,1.0,56250.0,2
3711,1,0,1,90000.0,4,4,3,1,10569,226,1,1,0,1.0,37.0,1.0,90000.0,2
3712,0,1,0,90000.0,4,4,1,1,13951,1101,1,0,0,3.0,4.0,1.0,30000.0,3
3713,0,0,0,49500.0,1,1,1,2,21157,0,0,0,0,2.0,33.0,2.0,24750.0,5
3714,0,0,1,112500.0,1,4,4,1,22743,0,0,0,0,1.0,37.0,2.0,112500.0,6
3715,0,0,1,90000.0,4,1,1,1,12496,597,0,0,0,4.0,4.0,2.0,22500.0,3
3716,1,0,0,90000.0,4,4,1,1,11496,1737,1,0,0,2.0,18.0,2.0,45000.0,3
3717,1,1,1,270000.0,4,1,1,1,14466,1569,0,1,0,2.0,13.0,0.0,135000.0,3
3718,0,0,0,81000.0,4,4,1,1,9172,2175,1,0,0,2.0,18.0,2.0,40500.0,2
3719,1,1,1,94500.0,4,4,3,1,14138,1072,0,0,0,1.0,41.0,2.0,94500.0,3
3720,1,0,1,135000.0,4,4,1,1,21677,4003,0,0,0,2.0,15.0,2.0,67500.0,5
3721,0,0,1,157500.0,4,4,2,1,14172,3931,0,0,0,1.0,20.0,2.0,157500.0,3
3722,0,0,0,112500.0,0,4,1,1,12189,309,0,0,0,4.0,50.0,2.0,28125.0,3
3723,0,0,1,90000.0,0,4,1,1,19482,2878,0,0,0,2.0,46.0,2.0,45000.0,5
3724,0,0,1,135000.0,1,4,1,1,21374,0,0,0,0,2.0,1.0,1.0,67500.0,5
3725,0,0,0,72000.0,4,4,1,1,12758,148,0,0,0,3.0,3.0,0.0,24000.0,3
3726,1,0,1,450000.0,0,4,1,1,23674,2087,0,0,0,2.0,6.0,1.0,225000.0,6
3727,0,0,1,135000.0,4,4,1,1,12903,4439,0,0,0,4.0,29.0,0.0,33750.0,3
3728,0,0,0,157500.0,4,4,1,1,10087,2908,1,1,0,3.0,16.0,2.0,52500.0,2
3729,1,1,1,382500.0,4,1,2,1,14806,710,1,1,0,1.0,20.0,2.0,382500.0,4
3730,0,0,1,297000.0,0,4,3,4,15519,3234,0,0,0,1.0,18.0,1.0,297000.0,4
3731,1,1,1,315000.0,4,1,1,1,15586,3337,0,0,0,2.0,39.0,2.0,157500.0,4
3732,0,1,0,247500.0,4,4,1,1,18434,2483,1,1,0,3.0,56.0,2.0,82500.0,5
3733,0,0,0,99000.0,2,4,1,1,14360,4660,0,1,1,4.0,38.0,0.0,24750.0,3
3734,1,1,1,202500.0,0,4,1,4,10482,2654,0,0,0,2.0,16.0,2.0,101250.0,2
3735,1,1,1,180000.0,0,4,1,1,17975,3476,0,0,0,2.0,51.0,0.0,90000.0,4
3736,1,1,1,202500.0,0,1,1,1,15406,1463,0,0,0,2.0,38.0,1.0,101250.0,4
3737,0,0,1,121500.0,1,4,1,1,18797,0,0,1,0,3.0,19.0,1.0,40500.0,5
3738,1,1,1,90000.0,4,4,0,1,12821,155,0,0,0,2.0,56.0,2.0,45000.0,3
3739,1,1,1,225000.0,4,4,3,1,9586,1107,0,0,0,1.0,1.0,1.0,225000.0,2
3740,1,1,0,225000.0,4,1,1,1,19431,1843,1,1,0,2.0,40.0,2.0,112500.0,5
3741,1,1,1,517500.0,1,1,1,1,16481,0,0,0,0,2.0,36.0,2.0,258750.0,4
3742,0,0,0,171000.0,4,4,1,1,17508,1648,0,0,0,2.0,41.0,2.0,85500.0,4
3743,1,1,0,180000.0,2,4,0,1,14240,3541,0,0,0,2.0,32.0,2.0,90000.0,3
3744,1,1,1,292500.0,4,1,1,1,10297,2231,0,0,0,2.0,54.0,0.0,146250.0,2
3745,0,0,1,121500.0,0,1,0,1,11157,277,0,0,0,2.0,56.0,1.0,60750.0,3
3746,0,0,1,135000.0,4,4,1,1,21481,201,1,1,0,2.0,23.0,2.0,67500.0,5
3747,1,0,1,270000.0,4,4,1,1,12910,359,0,1,0,3.0,44.0,1.0,90000.0,3
3748,0,0,0,112500.0,0,4,1,5,11028,110,0,0,0,3.0,10.0,1.0,37500.0,3
3749,0,1,1,225000.0,4,4,3,1,18256,2391,0,0,0,1.0,38.0,2.0,225000.0,5
3750,0,0,0,135000.0,2,4,3,1,20627,1285,0,0,0,1.0,5.0,1.0,135000.0,5
3751,1,1,1,202500.0,0,4,1,4,10482,2654,0,0,0,2.0,5.0,0.0,101250.0,2
3752,1,1,0,180000.0,0,4,1,2,9810,2993,1,0,0,2.0,16.0,1.0,90000.0,2
3753,0,0,1,382500.0,1,4,1,1,22287,0,0,0,0,2.0,5.0,2.0,191250.0,6
3754,1,1,1,157500.0,0,4,1,1,14451,4206,1,1,0,3.0,2.0,1.0,52500.0,3
3755,0,1,1,121500.0,4,2,1,1,11327,101,1,1,0,4.0,34.0,2.0,30375.0,3
3756,0,0,0,157500.0,0,2,1,1,20405,5045,1,1,0,2.0,16.0,2.0,78750.0,5
3757,0,0,0,135000.0,0,1,1,5,15360,413,0,0,1,2.0,46.0,2.0,67500.0,4
3758,1,1,0,225000.0,4,4,1,1,14834,3813,0,1,0,2.0,56.0,2.0,112500.0,4
3759,1,0,1,112500.0,4,4,1,1,17810,1727,1,0,0,2.0,12.0,1.0,56250.0,4
3760,1,0,1,292500.0,0,4,0,1,14785,3018,1,1,0,3.0,14.0,2.0,97500.0,4
3761,0,1,1,135000.0,4,1,1,1,13467,393,0,0,0,3.0,55.0,1.0,45000.0,3
3762,0,1,1,90000.0,4,1,1,1,11599,1928,1,1,0,4.0,57.0,0.0,22500.0,3
3763,0,0,1,202500.0,4,1,1,1,21664,7077,0,1,0,2.0,16.0,2.0,101250.0,5
3764,0,1,0,900000.0,4,1,3,1,19063,7404,0,0,0,1.0,15.0,2.0,900000.0,5
3765,0,0,1,157500.0,1,4,1,1,21079,0,0,0,0,2.0,4.0,2.0,78750.0,5
3766,0,0,1,216000.0,4,1,3,1,10512,1782,0,1,0,2.0,22.0,1.0,108000.0,2
3767,0,0,1,157500.0,4,4,1,1,14510,3805,0,0,0,3.0,13.0,0.0,52500.0,3
3768,1,0,0,135000.0,4,4,1,1,14565,1304,0,0,0,2.0,7.0,0.0,67500.0,3
3769,1,1,1,247500.0,4,1,1,1,9425,232,0,0,0,3.0,4.0,1.0,82500.0,2
3770,0,0,1,112500.0,4,4,1,1,21195,3913,1,1,0,2.0,32.0,0.0,56250.0,5
3771,1,0,0,225000.0,4,1,0,1,16768,3088,1,0,0,4.0,30.0,2.0,56250.0,4
3772,0,1,1,360000.0,0,1,1,1,10874,507,0,0,1,2.0,11.0,2.0,180000.0,2
3773,0,0,0,67500.0,4,4,1,5,16182,2827,1,1,0,2.0,39.0,2.0,33750.0,4
3774,0,0,1,270000.0,2,4,1,1,14400,2512,0,0,0,3.0,27.0,2.0,90000.0,3
3775,0,0,1,90000.0,1,4,1,1,21833,0,0,0,0,2.0,27.0,0.0,45000.0,5
3776,0,1,0,90000.0,4,1,1,1,11865,3895,0,1,0,3.0,23.0,2.0,30000.0,3
3777,0,0,1,225000.0,4,1,1,1,11549,1086,0,0,0,3.0,19.0,2.0,75000.0,3
3778,0,1,1,180000.0,0,1,1,1,11901,183,0,0,1,3.0,27.0,2.0,60000.0,3
3779,0,0,1,112500.0,4,4,3,1,14908,868,0,0,0,2.0,35.0,2.0,56250.0,4
3780,1,0,0,166500.0,4,4,1,1,11459,1046,1,0,0,3.0,6.0,1.0,55500.0,3
3781,0,0,0,76500.0,1,1,1,1,20833,0,0,0,0,2.0,59.0,2.0,38250.0,5
3782,0,1,0,675000.0,4,4,1,1,13808,1831,0,0,0,5.0,20.0,2.0,135000.0,3
3783,0,0,0,117000.0,4,4,1,1,11640,1676,0,1,0,3.0,24.0,1.0,39000.0,3
3784,0,1,0,562500.0,4,1,1,1,14654,2836,1,0,0,2.0,33.0,1.0,281250.0,4
3785,1,1,0,247500.0,4,2,3,1,8560,316,1,0,0,1.0,13.0,2.0,247500.0,2
3786,0,1,1,135000.0,0,1,1,1,14210,1128,0,0,0,2.0,2.0,0.0,67500.0,3
3787,0,0,0,67500.0,4,4,1,2,18165,11451,0,0,0,2.0,24.0,2.0,33750.0,4
3788,0,1,0,144000.0,4,1,1,1,19401,5071,1,1,0,2.0,53.0,2.0,72000.0,5
3789,0,1,1,166500.0,0,1,3,1,12337,4239,0,0,0,1.0,51.0,2.0,166500.0,3
3790,1,1,1,270000.0,0,4,1,1,14401,3389,0,0,1,2.0,12.0,2.0,135000.0,3
3791,0,0,1,225000.0,4,4,1,1,14357,3120,1,1,0,3.0,56.0,2.0,75000.0,3
3792,1,1,0,135000.0,4,2,1,1,13524,1293,0,1,0,3.0,47.0,2.0,45000.0,3
3793,0,1,0,315000.0,0,1,1,1,11025,2065,1,1,1,3.0,20.0,2.0,105000.0,3
3794,0,0,1,157500.0,4,4,2,1,18540,1534,0,0,0,1.0,4.0,1.0,157500.0,5
3795,1,1,0,247500.0,4,2,2,1,10370,1550,1,1,0,1.0,12.0,2.0,247500.0,2
3796,0,0,1,126000.0,4,4,1,1,11461,1204,1,1,0,3.0,11.0,0.0,42000.0,3
3797,0,0,1,81000.0,0,4,1,1,15580,3503,0,0,0,2.0,56.0,2.0,40500.0,4
3798,1,1,0,225000.0,4,4,1,1,18672,2477,1,1,0,2.0,4.0,0.0,112500.0,5
3799,0,0,1,60750.0,4,4,4,1,18544,2073,0,0,0,1.0,39.0,2.0,60750.0,5
3800,1,1,1,135000.0,0,1,1,1,18230,444,1,1,0,3.0,15.0,2.0,45000.0,4
3801,0,0,1,135000.0,4,4,1,1,10112,3170,1,1,0,3.0,6.0,2.0,45000.0,2
3802,0,1,1,99000.0,1,4,1,1,22256,0,0,0,0,2.0,14.0,1.0,49500.0,6
3803,0,0,1,157500.0,1,4,1,1,20971,0,0,1,0,2.0,13.0,2.0,78750.0,5
3804,1,1,1,247500.0,1,4,1,1,18036,0,0,0,0,2.0,24.0,2.0,123750.0,4
3805,0,0,0,220500.0,0,2,1,1,11390,137,0,0,0,2.0,32.0,1.0,110250.0,3
3806,1,1,1,202500.0,0,4,0,1,11890,741,1,0,0,3.0,27.0,2.0,67500.0,3
3807,1,0,0,135000.0,4,4,0,1,8537,651,1,0,0,2.0,20.0,2.0,67500.0,2
3808,0,0,1,90000.0,2,4,2,1,14271,302,0,0,0,1.0,1.0,1.0,90000.0,3
3809,0,1,1,135000.0,0,1,1,1,15481,2874,0,0,0,3.0,2.0,1.0,45000.0,4
3810,0,1,0,112500.0,0,1,1,1,12668,2498,0,0,1,2.0,30.0,2.0,56250.0,3
3811,1,1,1,225000.0,4,4,1,1,11378,867,0,1,0,3.0,40.0,2.0,75000.0,3
3812,0,1,1,202500.0,2,1,3,1,22101,15038,0,1,0,1.0,35.0,2.0,202500.0,6
3813,0,0,1,157500.0,4,4,1,1,19802,4532,0,0,0,2.0,12.0,2.0,78750.0,5
3814,0,0,0,157500.0,4,4,1,1,10087,2908,1,1,0,3.0,20.0,2.0,52500.0,2
3815,0,0,1,90000.0,1,4,1,1,21518,0,0,0,0,2.0,2.0,1.0,45000.0,5
3816,1,1,0,261000.0,0,2,0,5,8897,674,0,0,0,2.0,2.0,0.0,130500.0,2
3817,1,0,1,157500.0,0,4,1,1,10676,2326,0,1,1,3.0,23.0,2.0,52500.0,2
3818,1,0,1,81000.0,4,4,3,1,21027,2719,0,0,0,1.0,23.0,2.0,81000.0,5
3819,0,1,1,157500.0,0,1,1,1,14474,2259,0,0,1,3.0,30.0,0.0,52500.0,3
3820,0,0,1,198000.0,4,4,3,1,18530,1596,1,1,0,2.0,1.0,1.0,99000.0,5
3821,1,1,0,202500.0,4,4,1,1,20360,400,0,0,0,2.0,41.0,2.0,101250.0,5
3822,1,0,0,135000.0,0,1,1,1,9493,130,0,0,1,2.0,30.0,1.0,67500.0,2
3823,0,0,0,135000.0,4,4,1,1,20822,12827,1,0,0,2.0,37.0,2.0,67500.0,5
3824,0,0,0,144000.0,0,1,1,1,12753,1315,1,1,0,3.0,1.0,0.0,48000.0,3
3825,0,0,0,99000.0,0,4,3,1,16378,370,1,0,0,1.0,17.0,0.0,99000.0,4
3826,0,0,1,112500.0,1,4,1,1,22361,0,0,0,0,2.0,51.0,2.0,56250.0,6
3827,1,1,1,270000.0,0,4,1,1,15167,2162,0,0,0,3.0,40.0,2.0,90000.0,4
3828,0,0,0,126000.0,1,4,1,1,21875,0,0,0,0,2.0,37.0,2.0,63000.0,5
3829,1,0,0,90000.0,4,4,1,1,11496,1737,1,0,0,2.0,3.0,1.0,45000.0,3
3830,1,0,1,67500.0,4,4,3,1,17136,1678,0,0,0,1.0,4.0,1.0,67500.0,4
3831,0,1,1,121500.0,4,4,1,1,15999,3269,1,0,0,3.0,18.0,2.0,40500.0,4
3832,0,0,1,126000.0,2,4,3,1,8189,473,0,0,0,1.0,5.0,1.0,126000.0,2
3833,0,0,1,112500.0,4,4,4,1,14491,1955,0,0,0,1.0,11.0,2.0,112500.0,3
3834,1,0,0,270000.0,4,4,1,1,11822,4246,0,0,0,2.0,36.0,2.0,135000.0,3
3835,0,0,1,135000.0,4,4,1,1,10035,3261,0,0,0,4.0,37.0,0.0,33750.0,2
3836,1,1,1,238500.0,4,1,1,5,12187,2602,0,0,0,2.0,43.0,2.0,119250.0,3
3837,1,1,1,180000.0,4,1,1,5,11089,1467,0,0,0,2.0,18.0,2.0,90000.0,3
3838,1,1,1,135000.0,4,4,1,1,16315,614,0,1,0,2.0,11.0,2.0,67500.0,4
3839,0,0,0,202500.0,0,1,1,1,11309,2713,1,0,0,2.0,49.0,2.0,101250.0,3
3840,0,1,1,315000.0,2,4,1,1,12348,1220,0,0,0,4.0,18.0,2.0,78750.0,3
3841,0,0,1,225000.0,4,4,1,1,17715,1256,0,0,0,2.0,29.0,1.0,112500.0,4
3842,1,1,0,306000.0,4,4,1,1,16011,1649,0,0,0,2.0,14.0,1.0,153000.0,4
3843,0,1,1,67500.0,4,4,1,1,12821,931,0,1,1,3.0,55.0,2.0,22500.0,3
3844,0,1,1,560250.0,4,4,3,1,12987,2330,0,0,0,2.0,4.0,2.0,280125.0,3
3845,0,0,1,121500.0,1,1,4,1,24231,0,0,0,0,1.0,10.0,2.0,121500.0,6
3846,0,0,1,247500.0,0,4,0,1,17862,212,0,0,0,2.0,4.0,1.0,123750.0,4
3847,0,0,1,450000.0,4,4,1,1,21480,4660,1,0,0,2.0,24.0,2.0,225000.0,5
3848,0,0,1,130500.0,2,4,1,1,12676,3455,0,0,0,2.0,42.0,2.0,65250.0,3
3849,0,0,1,130500.0,4,4,1,1,13520,5488,0,0,0,2.0,53.0,2.0,65250.0,3
3850,1,0,1,450000.0,0,1,1,1,12238,2187,1,1,0,4.0,23.0,2.0,112500.0,3
3851,0,0,1,103500.0,4,2,1,1,11855,4583,0,0,0,2.0,16.0,1.0,51750.0,3
3852,1,0,1,202500.0,4,1,3,1,12811,4327,0,0,0,1.0,43.0,2.0,202500.0,3
3853,0,0,1,292500.0,0,1,1,1,18942,4854,1,0,0,2.0,26.0,0.0,146250.0,5
3854,1,0,1,180000.0,0,4,1,1,19161,3347,1,1,0,2.0,44.0,2.0,90000.0,5
3855,0,0,1,175500.0,4,4,1,1,16704,132,1,0,0,3.0,1.0,0.0,58500.0,4
3856,1,0,0,180000.0,4,4,1,1,13643,4663,0,1,0,2.0,26.0,2.0,90000.0,3
3857,0,1,0,67500.0,4,4,1,1,11405,1934,1,0,0,2.0,26.0,0.0,33750.0,3
3858,0,0,1,90000.0,4,4,1,1,11854,2917,1,1,0,5.0,16.0,2.0,18000.0,3
3859,0,0,1,112500.0,4,1,1,1,14768,2133,1,1,1,4.0,3.0,1.0,28125.0,4
3860,0,0,1,202500.0,4,1,1,1,18902,8649,0,0,0,2.0,14.0,1.0,101250.0,5
3861,0,0,0,135000.0,0,1,1,1,13389,150,0,0,0,5.0,1.0,1.0,27000.0,3
3862,0,1,1,247500.0,4,4,1,1,15919,2104,0,1,0,2.0,1.0,1.0,123750.0,4
3863,1,1,1,135000.0,0,1,1,1,11759,91,0,0,0,3.0,34.0,2.0,45000.0,3
3864,0,1,1,337500.0,0,1,1,1,14558,1250,0,0,0,3.0,8.0,2.0,112500.0,3
3865,0,0,1,189000.0,4,4,3,1,17463,6304,0,0,0,1.0,16.0,2.0,189000.0,4
3866,1,0,1,675000.0,2,4,1,1,14163,6886,0,1,0,4.0,14.0,1.0,168750.0,3
3867,0,0,0,112500.0,4,4,0,1,12210,2747,0,0,0,3.0,17.0,2.0,37500.0,3
3868,1,1,1,292500.0,4,4,1,1,8782,1018,1,0,0,4.0,3.0,1.0,73125.0,2
3869,0,0,1,76500.0,4,2,1,5,10902,1051,0,0,0,3.0,6.0,2.0,25500.0,2
3870,0,1,1,135000.0,4,4,1,1,16593,1831,0,0,0,2.0,12.0,2.0,67500.0,4
3871,0,1,1,112500.0,0,1,1,5,12630,5145,0,0,0,2.0,2.0,0.0,56250.0,3
3872,0,0,1,180000.0,1,4,3,1,23431,0,0,0,0,1.0,31.0,1.0,180000.0,6
3873,0,0,0,112500.0,1,4,2,1,20606,0,0,0,0,1.0,51.0,2.0,112500.0,5
3874,1,1,0,202500.0,4,4,1,1,14116,6032,1,1,0,3.0,36.0,2.0,67500.0,3
3875,0,0,0,202500.0,4,4,1,3,19760,2099,0,0,0,2.0,23.0,2.0,101250.0,5
3876,0,0,1,157500.0,0,1,1,1,12135,1216,0,0,0,4.0,30.0,0.0,39375.0,3
3877,0,0,0,135000.0,1,4,1,1,20608,0,0,0,0,2.0,1.0,1.0,67500.0,5
3878,0,0,1,81000.0,0,4,1,1,14494,1516,0,1,0,3.0,17.0,1.0,27000.0,3
3879,0,1,1,162000.0,1,1,1,1,23886,0,0,1,0,2.0,47.0,2.0,81000.0,6
3880,0,0,1,360000.0,4,4,1,1,14687,2463,1,1,0,2.0,46.0,2.0,180000.0,4
3881,0,0,0,180000.0,4,4,3,1,16611,8369,0,0,0,4.0,9.0,2.0,45000.0,4
3882,0,1,0,562500.0,4,1,1,1,14654,2836,1,0,0,2.0,42.0,1.0,281250.0,4
3883,1,0,1,112500.0,4,1,0,1,20008,5585,0,0,0,2.0,21.0,2.0,56250.0,5
3884,1,0,0,216000.0,0,1,2,1,10776,1174,0,0,0,2.0,32.0,2.0,108000.0,2
3885,1,0,1,135000.0,4,4,1,1,20448,907,1,0,0,2.0,7.0,2.0,67500.0,5
3886,1,1,1,180000.0,4,1,3,1,9435,532,0,0,0,1.0,16.0,1.0,180000.0,2
3887,0,0,0,112500.0,4,4,3,1,11431,306,0,0,0,1.0,9.0,1.0,112500.0,3
3888,1,0,0,270000.0,4,4,1,1,11822,4246,0,0,0,2.0,20.0,2.0,135000.0,3
3889,0,0,1,112500.0,1,1,3,1,21775,0,0,0,0,1.0,50.0,2.0,112500.0,5
3890,1,0,1,225000.0,4,4,1,1,20298,3282,0,0,0,2.0,16.0,2.0,112500.0,5
3891,0,0,1,76500.0,0,4,1,1,16139,2180,0,0,0,2.0,5.0,2.0,38250.0,4
3892,0,0,0,135000.0,4,4,1,1,9736,2870,0,0,0,4.0,51.0,2.0,33750.0,2
3893,0,0,1,225000.0,0,1,3,1,17031,642,0,0,0,1.0,29.0,1.0,225000.0,4
3894,0,0,0,126000.0,1,4,1,1,21875,0,0,0,0,2.0,43.0,2.0,63000.0,5
3895,0,0,1,171000.0,1,4,1,1,23153,0,0,1,0,2.0,15.0,1.0,85500.0,6
3896,0,1,1,225000.0,0,1,1,1,16263,314,0,1,0,2.0,11.0,1.0,112500.0,4
3897,1,1,1,207000.0,1,1,1,1,24312,0,0,0,0,2.0,30.0,1.0,103500.0,6
3898,0,0,1,202500.0,2,4,3,1,23341,5437,0,0,0,1.0,15.0,2.0,202500.0,6
3899,0,0,1,76500.0,4,4,1,1,19380,5022,1,1,0,2.0,57.0,2.0,38250.0,5
3900,1,0,1,202500.0,0,1,1,1,11539,410,0,0,1,2.0,8.0,2.0,101250.0,3
3901,1,0,0,270000.0,4,4,1,1,11822,4246,0,0,0,2.0,56.0,2.0,135000.0,3
3902,0,0,1,90000.0,4,4,1,1,16280,3694,0,0,1,3.0,53.0,2.0,30000.0,4
3903,0,0,1,180000.0,1,1,1,1,18979,0,0,1,0,3.0,29.0,1.0,60000.0,5
3904,1,1,1,157500.0,2,4,1,1,15942,1748,0,0,0,2.0,35.0,1.0,78750.0,4
3905,0,0,0,135000.0,4,4,1,1,13967,4850,1,1,0,2.0,44.0,0.0,67500.0,3
3906,1,0,1,63000.0,1,4,3,1,20689,0,0,0,0,1.0,42.0,0.0,63000.0,5
3907,0,1,0,225000.0,4,4,3,1,13417,3931,1,1,0,1.0,46.0,2.0,225000.0,3
3908,0,0,0,157500.0,4,1,1,1,18205,9178,0,0,0,2.0,39.0,0.0,78750.0,4
3909,0,0,1,90000.0,0,4,1,1,19310,1477,0,0,0,2.0,10.0,2.0,45000.0,5
3910,0,0,1,112500.0,1,4,1,1,24327,0,0,0,0,2.0,14.0,1.0,56250.0,6
3911,0,0,1,292500.0,0,1,0,1,14522,1552,0,0,0,2.0,45.0,2.0,146250.0,3
3912,1,0,1,180000.0,0,4,1,1,13095,499,1,0,0,2.0,6.0,2.0,90000.0,3
3913,0,0,1,67500.0,4,4,2,1,11126,2087,1,1,0,2.0,5.0,1.0,33750.0,3
3914,1,1,1,157500.0,1,4,1,1,16957,0,0,0,0,4.0,53.0,1.0,39375.0,4
3915,0,1,1,157500.0,4,1,2,1,9800,2109,0,0,1,2.0,32.0,2.0,78750.0,2
3916,0,0,0,202500.0,4,4,1,1,13446,2720,0,0,0,4.0,45.0,2.0,50625.0,3
3917,1,1,1,189000.0,4,2,1,1,15287,2501,0,1,0,3.0,30.0,1.0,63000.0,4
3918,0,1,1,206100.0,1,4,1,1,20296,0,0,1,0,2.0,20.0,2.0,103050.0,5
3919,0,1,1,135000.0,1,4,1,1,21034,0,0,0,0,2.0,37.0,2.0,67500.0,5
3920,0,0,0,157500.0,4,2,1,5,13943,6407,0,0,0,2.0,6.0,2.0,78750.0,3
3921,0,0,1,171000.0,4,4,3,1,19881,8405,0,1,0,1.0,1.0,0.0,171000.0,5
3922,1,1,0,274500.0,0,4,1,1,17448,3567,0,0,0,2.0,36.0,2.0,137250.0,4
3923,0,1,1,315000.0,0,4,2,1,18184,3021,0,1,1,1.0,46.0,0.0,315000.0,4
3924,0,0,1,135000.0,0,4,1,1,12847,383,0,0,0,4.0,43.0,2.0,33750.0,3
3925,0,1,0,162000.0,4,4,2,1,14786,4601,0,0,0,2.0,49.0,2.0,81000.0,4
3926,0,0,1,292500.0,4,1,2,1,19736,12621,0,1,0,1.0,38.0,2.0,292500.0,5
3927,1,0,1,112500.0,4,4,3,1,15990,1100,0,0,0,1.0,12.0,2.0,112500.0,4
3928,0,0,0,112500.0,1,4,1,1,23588,0,0,0,0,2.0,34.0,1.0,56250.0,6
3929,0,0,1,270000.0,4,1,3,1,23369,3437,0,1,0,1.0,20.0,2.0,270000.0,6
3930,0,0,0,103500.0,4,2,1,1,11078,3960,0,0,0,4.0,47.0,2.0,25875.0,3
3931,0,0,0,157500.0,4,2,2,1,11404,1868,0,1,0,1.0,7.0,2.0,157500.0,3
3932,1,1,1,112500.0,4,4,1,1,16204,925,1,1,0,3.0,6.0,2.0,37500.0,4
3933,1,1,1,99000.0,4,4,1,4,9928,1531,0,0,0,2.0,25.0,2.0,49500.0,2
3934,0,0,1,112500.0,1,1,3,1,21022,0,0,1,0,1.0,21.0,0.0,112500.0,5
3935,0,0,1,157500.0,4,4,1,1,18506,3630,0,0,0,2.0,3.0,1.0,78750.0,5
3936,1,1,0,360000.0,4,2,1,1,10433,1181,1,0,0,4.0,13.0,2.0,90000.0,2
3937,0,0,1,67500.0,4,1,1,1,12281,1508,0,0,1,2.0,33.0,2.0,33750.0,3
3938,1,0,1,270000.0,4,4,2,1,13383,991,1,1,0,1.0,36.0,1.0,270000.0,3
3939,0,0,0,122400.0,4,4,1,1,20952,1155,1,0,1,2.0,13.0,2.0,61200.0,5
3940,1,0,1,225000.0,4,4,1,1,21362,1520,0,0,0,2.0,57.0,2.0,112500.0,5
3941,0,0,1,202500.0,1,4,2,1,23545,0,0,0,0,1.0,24.0,2.0,202500.0,6
3942,0,0,1,180000.0,4,4,1,1,19973,5311,0,0,0,2.0,20.0,2.0,90000.0,5
3943,0,1,1,153000.0,4,4,1,1,14966,170,0,0,0,2.0,20.0,2.0,76500.0,4
3944,0,0,1,135000.0,1,4,1,1,22886,0,0,1,0,2.0,60.0,2.0,67500.0,6
3945,1,1,1,360000.0,1,4,1,1,20859,0,0,0,1,2.0,29.0,2.0,180000.0,5
3946,1,1,1,216000.0,0,1,1,1,19147,1868,0,1,0,2.0,4.0,2.0,108000.0,5
3947,0,1,1,450000.0,2,1,1,1,22889,221,0,1,0,2.0,32.0,2.0,225000.0,6
3948,0,0,1,135000.0,0,4,1,1,20445,4187,0,0,0,2.0,6.0,2.0,67500.0,5
3949,1,1,1,270000.0,0,4,1,1,18218,1539,0,0,0,2.0,35.0,2.0,135000.0,4
3950,0,0,0,157500.0,4,2,2,1,11404,1868,0,1,0,1.0,30.0,2.0,157500.0,3
